Date,Sandwich Count,Attackers(EOA),Victims(EOA),Volume,Profit,Cost,Revenue,ROI(%),> 1k Tx Count,> 1k Volume,> 1k Profit,> 1k Cost,> 1k Revenue,> 1k ROI(%),Mev-Bot Tx Count,Mev-Bot Volume,Mev-Bot Profit,Mev-Bot Cost,Mev-Bot Revenue,MEV ROI(%)
2023-07-21,"5107","88","5379","$144,480,979.85","$73,370.34","$474,238.59","$547,608.93","15.47%","6","$19,424,310.77","$9,506.65","$7,975.91","$17,482.56","119.19%","185","$56,679,338.87","$9,642.69","$48,916.66","$58,559.34","19.71%"
2023-07-22,"5841","84","5875","$149,861,163.61","$74,810.10","$453,763.44","$528,573.54","16.49%","5","$15,629,977.62","$11,260.24","$2,692.13","$13,952.37","418.27%","231","$53,837,319.68","$10,918.04","$53,820.28","$64,738.31","20.29%"
2023-07-23,"6024","83","6362","$83,458,156.01","$104,469.37","$477,649.07","$582,118.44","21.87%","8","$1,998,574.48","$49,715.52","$23,174.02","$72,889.53","214.53%","197","$20,209,196.99","$3,549.98","$38,594.52","$42,144.50","9.20%"
2023-07-24,"5361","85","5993","$128,456,788.97","$81,655.84","$492,287.85","$573,943.69","16.59%","4","$4,779,754.32","$8,465.45","$4,353.99","$12,819.44","194.43%","182","$47,150,667.80","$4,309.39","$26,264.49","$30,573.88","16.41%"
2023-07-25,"4572","73","4883","$82,009,392.73","$65,891.95","$391,197.85","$457,089.81","16.84%","2","$505,090.09","$3,838.76","$11,050.62","$14,889.38","34.74%","149","$13,181,371.09","$3,515.90","$17,427.01","$20,942.91","20.17%"
2023-07-26,"4559","82","4908","$151,616,832.53","$87,309.29","$395,957.70","$483,266.99","22.05%","9","$60,117,965.85","$32,963.79","$10,200.71","$43,164.50","323.15%","163","$83,320,228.67","$33,819.24","$58,884.13","$92,703.36","57.43%"
2023-07-27,"4616","81","5082","$138,655,712.48","$67,588.16","$432,137.45","$499,725.62","15.64%","6","$7,462,896.00","$22,600.93","$4,802.34","$27,403.27","470.62%","150","$35,397,617.74","$7,563.44","$39,609.69","$47,173.13","19.09%"
2023-07-28,"4575","84","5262","$77,540,545.04","$118,735.11","$506,517.14","$625,252.25","23.44%","12","$3,202,426.89","$50,679.50","$9,680.09","$60,359.59","523.54%","167","$18,121,348.40","$4,601.26","$51,202.56","$55,803.81","8.99%"
2023-07-29,"4280","80","4591","$97,635,565.88","$71,737.53","$328,311.02","$400,048.55","21.85%","9","$15,325,195.04","$33,163.40","$8,988.27","$42,151.67","368.96%","178","$38,790,816.29","$14,132.26","$45,473.85","$59,606.10","31.08%"
2023-07-30,"3663","86","3745","$139,894,729.58","$120,606.91","$689,959.75","$810,566.65","17.48%","21","$35,947,769.00","$79,259.66","$314,655.36","$393,915.03","25.19%","190","$49,730,496.95","$46,843.28","$313,418.22","$360,261.51","14.95%"
2023-07-31,"3724","79","3993","$182,221,180.24","$117,642.88","$304,876.97","$422,519.84","38.59%","6","$6,726,982.34","$78,158.96","$5,990.25","$84,149.21","1304.77%","200","$53,785,918.98","$5,928.20","$34,427.89","$40,356.09","17.22%"
2023-08-01,"4086","106","4330","$196,256,031.60","$68,988.05","$327,899.53","$396,887.58","21.04%","5","$8,650,789.16","$15,245.75","$26,435.12","$41,680.87","57.67%","169","$55,966,323.29","$4,785.98","$25,571.40","$30,357.38","18.72%"
2023-08-02,"4411","82","5238","$101,795,176.66","$60,483.62","$392,712.37","$453,195.99","15.40%","4","$595,517.08","$6,217.44","$4,740.24","$10,957.67","131.16%","179","$19,506,869.82","$4,691.59","$37,249.39","$41,940.97","12.60%"
2023-08-03,"3449","77","4019","$87,690,815.89","$43,682.01","$265,884.18","$309,566.18","16.43%","11","$24,325,819.89","$15,690.60","$10,642.02","$26,332.61","147.44%","110","$28,762,159.87","$4,403.60","$31,195.03","$35,598.63","14.12%"
2023-08-04,"4123","73","4219","$88,490,014.68","$39,008.82","$247,131.72","$286,140.54","15.78%","0","$0.00","$0.00","$0.00","$0.00","0.00%","152","$32,901,731.13","$2,264.29","$21,758.52","$24,022.82","10.41%"
2023-08-05,"4982","87","5308","$99,177,757.35","$92,918.96","$411,944.26","$504,863.22","22.56%","4","$269,234.03","$47,974.71","$1,456.40","$49,431.10","3294.07%","253","$31,579,873.89","$3,911.60","$44,988.04","$48,899.64","8.69%"
2023-08-06,"4245","81","4437","$115,721,829.86","$32,140.40","$272,861.06","$305,001.46","11.78%","2","$14,541,434.74","$6,107.38","$7,284.50","$13,391.88","83.84%","225","$46,935,710.61","$3,425.43","$38,460.27","$41,885.69","8.91%"
2023-08-07,"4265","80","4775","$210,360,066.34","$52,725.98","$347,933.61","$400,659.60","15.15%","4","$34,607,861.54","$11,157.51","$9,311.22","$20,468.73","119.83%","174","$103,757,712.27","$11,336.30","$22,010.79","$33,347.09","51.50%"
2023-08-08,"3982","81","4343","$244,385,138.22","$73,517.39","$380,537.14","$454,054.53","19.32%","11","$64,833,785.99","$37,620.08","$20,491.17","$58,111.25","183.59%","153","$82,877,794.72","$20,740.28","$28,100.12","$48,840.40","73.81%"
2023-08-09,"3644","77","3934","$132,156,909.91","$49,786.21","$267,526.22","$317,312.43","18.61%","8","$1,419,848.43","$20,563.32","$7,882.36","$28,445.69","260.88%","182","$56,376,226.93","$6,732.51","$33,284.13","$40,016.63","20.23%"
2023-08-10,"4034","87","4504","$94,832,520.38","$51,007.94","$340,415.15","$391,423.09","14.98%","5","$82,182.80","$12,849.26","$824.98","$13,674.23","1557.53%","144","$29,239,551.53","$2,815.09","$26,453.91","$29,269.01","10.64%"
2023-08-11,"4639","82","4935","$138,392,130.84","$43,583.09","$317,439.91","$361,023.00","13.73%","2","$344,855.66","$2,623.03","$80.21","$2,703.23","3270.37%","164","$28,568,276.25","$1,914.04","$26,152.22","$28,066.25","7.32%"
2023-08-12,"5132","77","5277","$83,790,100.55","$48,083.11","$319,622.77","$367,705.88","15.04%","5","$12,791,606.08","$12,400.22","$23,326.95","$35,727.17","53.16%","158","$8,959,763.08","$979.13","$13,346.09","$14,325.22","7.34%"
2023-08-13,"5291","82","5481","$70,185,815.25","$45,085.82","$315,769.71","$360,855.53","14.28%","5","$1,433,121.23","$12,523.62","$8,117.60","$20,641.22","154.28%","203","$12,840,300.74","$2,668.40","$22,759.61","$25,428.02","11.72%"
2023-08-14,"4738","107","5013","$117,261,819.36","$51,023.44","$335,130.59","$386,154.03","15.22%","3","$1,641,936.65","$7,434.70","$772.78","$8,207.47","962.07%","187","$29,028,433.19","$2,276.75","$30,923.65","$33,200.40","7.36%"
2023-08-15,"4206","73","4609","$164,848,927.84","$56,073.13","$422,424.82","$478,497.95","13.27%","4","$12,006,706.86","$13,498.19","$2,722.01","$16,220.20","495.89%","149","$49,092,089.30","$9,998.05","$36,510.88","$46,508.93","27.38%"
2023-08-16,"5241","90","5727","$148,747,246.50","$59,023.67","$562,595.19","$621,618.85","10.49%","2","$44,661.12","$2,930.53","$1,137.29","$4,067.83","257.68%","148","$25,403,141.72","$2,701.80","$42,845.85","$45,547.64","6.31%"
2023-08-17,"4132","79","4744","$336,643,984.37","$89,596.17","$538,832.99","$628,429.16","16.63%","11","$25,990,080.61","$33,821.55","$56,179.13","$90,000.68","60.20%","161","$65,700,864.99","$16,246.42","$81,365.48","$97,611.91","19.97%"
2023-08-18,"4148","91","4578","$252,982,584.00","$49,236.36","$387,178.87","$436,415.23","12.72%","4","$19,716,429.18","$9,557.77","$17,564.30","$27,122.07","54.42%","129","$41,828,972.44","$6,538.85","$30,225.98","$36,764.83","21.63%"
2023-08-19,"4498","79","4774","$126,989,121.34","$27,474.59","$265,158.40","$292,633.00","10.36%","1","$6,332,602.60","$1,408.40","$533.38","$1,941.78","264.05%","107","$23,331,284.79","$3,204.76","$12,356.76","$15,561.52","25.94%"
2023-08-20,"4916","98","5119","$94,844,032.36","$44,181.98","$293,200.08","$337,382.06","15.07%","4","$7,355,112.52","$12,890.35","$905.22","$13,795.57","1424.00%","102","$21,683,750.18","$2,736.51","$18,432.74","$21,169.25","14.85%"
2023-08-21,"4200","93","4405","$139,830,332.06","$30,014.51","$284,144.97","$314,159.48","10.56%","0","$0.00","$0.00","$0.00","$0.00","0.00%","102","$60,566,094.44","$4,290.76","$19,755.11","$24,045.87","21.72%"
2023-08-22,"3583","80","3934","$243,845,298.27","$63,735.36","$337,697.39","$401,432.76","18.87%","4","$14,278,676.66","$19,973.38","$1,644.84","$21,618.21","1214.31%","115","$73,232,704.87","$7,288.79","$34,403.74","$41,692.53","21.19%"
2023-08-23,"3704","86","4001","$135,804,534.12","$46,757.03","$277,851.25","$324,608.28","16.83%","6","$26,744,655.12","$22,799.65","$31,951.37","$54,751.02","71.36%","98","$50,541,363.90","$14,211.06","$25,603.33","$39,814.39","55.50%"
2023-08-24,"3389","80","3732","$106,779,279.07","$29,060.03","$233,517.21","$262,577.24","12.44%","2","$130,042.48","$7,787.98","$674.90","$8,462.88","1153.95%","83","$54,436,758.60","$5,374.06","$16,001.20","$21,375.26","33.59%"
2023-08-25,"4917","84","5459","$134,118,181.28","$64,347.45","$426,940.41","$491,287.86","15.07%","5","$11,874,159.58","$14,557.12","$5,583.79","$20,140.91","260.70%","134","$41,218,553.17","$10,714.53","$29,615.25","$40,329.78","36.18%"
2023-08-26,"4429","73","4387","$62,283,421.22","$35,428.22","$220,263.82","$255,692.04","16.08%","2","$43,700.99","$14,826.10","$480.13","$15,306.23","3087.95%","109","$7,691,978.79","$961.06","$14,929.34","$15,890.40","6.44%"
2023-08-27,"4141","78","4266","$62,522,552.20","$24,678.21","$185,093.12","$209,771.32","13.33%","3","$1,812,065.41","$6,760.26","$731.78","$7,492.03","923.81%","84","$10,081,029.48","$805.59","$7,793.95","$8,599.54","10.34%"
2023-08-28,"5253","84","5715","$152,366,423.63","$75,138.89","$500,139.79","$575,278.67","15.02%","8","$22,941,758.75","$28,927.94","$44,852.98","$73,780.92","64.50%","141","$42,284,501.28","$19,969.63","$70,948.52","$90,918.15","28.15%"
2023-08-29,"4199","86","4444","$186,176,074.57","$69,491.70","$375,684.70","$445,176.40","18.50%","8","$31,266,360.77","$35,298.95","$16,755.02","$52,053.97","210.68%","110","$45,562,109.43","$18,410.29","$31,911.63","$50,321.92","57.69%"
2023-08-30,"3676","83","4036","$95,697,910.95","$32,978.32","$268,687.98","$301,666.30","12.27%","2","$9,276,829.68","$8,771.91","$12,684.90","$21,456.81","69.15%","107","$34,620,213.68","$9,521.29","$23,771.48","$33,292.77","40.05%"
2023-08-31,"3839","78","4050","$153,367,616.76","$77,470.52","$262,552.91","$340,023.42","29.51%","13","$54,881,783.64","$54,791.70","$32,726.86","$87,518.56","167.42%","102","$74,662,147.27","$35,983.84","$47,488.64","$83,472.48","75.77%"
2023-09-01,"4291","81","4446","$210,135,708.29","$66,242.92","$277,627.35","$343,870.27","23.86%","15","$73,142,656.67","$43,470.39","$25,125.48","$68,595.87","173.01%","128","$118,084,286.51","$32,614.15","$41,553.35","$74,167.50","78.49%"
2023-09-02,"4567","78","4459","$84,273,890.64","$41,075.12","$231,455.79","$272,530.91","17.75%","5","$5,640,213.00","$15,954.84","$4,549.63","$20,504.48","350.68%","101","$23,849,878.55","$3,900.72","$16,799.37","$20,700.09","23.22%"
2023-09-03,"4439","77","4532","$71,239,731.49","$28,600.67","$206,396.88","$234,997.56","13.86%","2","$1,865,915.08","$4,536.72","$626.65","$5,163.37","723.96%","87","$13,945,987.37","$967.72","$13,503.64","$14,471.36","7.17%"
2023-09-04,"4038","80","4434","$85,216,716.66","$25,561.18","$192,681.73","$218,242.91","13.27%","2","$1,904,590.25","$2,792.28","$350.70","$3,142.98","796.21%","78","$23,886,780.56","$2,804.54","$8,923.50","$11,728.03","31.43%"
2023-09-05,"4148","87","4593","$151,623,132.14","$66,451.61","$290,246.48","$356,698.09","22.89%","11","$46,585,719.42","$44,023.86","$14,293.22","$58,317.08","308.01%","73","$66,402,946.76","$13,242.13","$23,153.50","$36,395.63","57.19%"
2023-09-06,"4370","94","4797","$175,499,862.99","$40,207.50","$326,212.31","$366,419.80","12.33%","6","$31,099,247.56","$16,017.29","$3,850.37","$19,867.66","415.99%","109","$80,979,053.94","$12,766.39","$43,871.28","$56,637.68","29.10%"
2023-09-07,"4342","84","4770","$98,549,917.23","$32,836.36","$253,908.77","$286,745.13","12.93%","2","$360,360.98","$2,673.98","$1,239.28","$3,913.26","215.77%","98","$12,793,256.02","$1,468.79","$13,793.00","$15,261.79","10.65%"
2023-09-08,"5634","119","5948","$91,559,000.08","$1,418,980.68","$401,561.24","$1,820,541.92","353.37%","7","$5,021,459.83","$1,377,743.02","$4,086.70","$1,381,829.72","33712.87%","97","$16,519,968.81","$3,493.53","$15,685.65","$19,179.18","22.27%"
2023-09-09,"5914","92","5854","$80,289,181.82","$37,935.54","$300,684.55","$338,620.09","12.62%","1","$3,323.21","$4,641.86","$32.51","$4,674.37","14278.08%","99","$28,836,905.58","$1,601.03","$12,289.43","$13,890.45","13.03%"
2023-09-10,"5024","104","4832","$116,596,789.96","$35,713.22","$204,903.43","$240,616.65","17.43%","5","$32,293,450.63","$9,516.34","$8,215.05","$17,731.39","115.84%","114","$62,498,457.75","$9,669.54","$18,203.80","$27,873.34","53.12%"
2023-09-11,"4460","86","4606","$225,735,865.18","$47,605.91","$307,451.92","$355,057.84","15.48%","6","$33,110,804.24","$11,020.57","$8,906.48","$19,927.05","123.74%","100","$51,785,638.15","$6,906.62","$20,794.91","$27,701.53","33.21%"
2023-09-12,"4189","83","4044","$182,004,922.44","$56,016.09","$219,289.25","$275,305.34","25.54%","7","$46,463,873.36","$32,918.25","$6,874.02","$39,792.27","478.88%","130","$126,157,577.79","$36,105.75","$31,733.39","$67,839.14","113.78%"
2023-09-13,"3591","74","3657","$138,791,849.47","$46,329.20","$222,884.54","$269,213.74","20.79%","7","$35,763,051.64","$23,784.17","$34,569.56","$58,353.73","68.80%","79","$63,644,531.64","$17,330.76","$59,460.23","$76,790.99","29.15%"
2023-09-14,"4087","80","4347","$85,935,637.55","$96,100.30","$247,052.25","$343,152.55","38.90%","7","$9,529,216.07","$68,065.34","$1,227.24","$69,292.59","5546.21%","77","$21,850,548.94","$4,011.87","$14,744.48","$18,756.35","27.21%"
2023-09-15,"4574","85","4809","$119,506,383.69","$49,690.69","$249,957.94","$299,648.63","19.88%","7","$20,626,531.61","$20,280.90","$6,356.57","$26,637.47","319.05%","101","$53,798,843.51","$13,468.05","$19,026.79","$32,494.84","70.78%"
2023-09-16,"4554","84","4289","$70,127,688.83","$37,987.56","$194,203.07","$232,190.63","19.56%","7","$5,162,511.22","$16,122.71","$15,693.46","$31,816.17","102.74%","74","$14,273,127.84","$3,679.67","$20,721.84","$24,401.52","17.76%"
2023-09-17,"4126","85","4065","$59,977,000.79","$10,581.26","$148,048.82","$158,630.08","7.15%","0","$0.00","$0.00","$0.00","$0.00","0.00%","62","$17,082,447.73","$1,405.08","$5,434.44","$6,839.52","25.86%"
2023-09-18,"3655","87","3774","$86,660,602.44","$49,266.54","$213,189.62","$262,456.15","23.11%","7","$20,349,270.07","$25,115.38","$42,974.56","$68,089.94","58.44%","96","$30,224,487.67","$15,568.07","$50,186.29","$65,754.36","31.02%"
2023-09-19,"3997","93","4266","$144,708,901.83","$64,871.99","$224,677.32","$289,549.32","28.87%","8","$12,934,853.91","$35,941.48","$12,850.17","$48,791.65","279.70%","119","$63,426,247.43","$10,556.58","$26,664.85","$37,221.43","39.59%"
2023-09-20,"4213","97","4360","$67,481,390.37","$44,177.68","$185,057.51","$229,235.19","23.87%","5","$183,476.96","$12,466.99","$905.52","$13,372.51","1376.78%","110","$22,258,699.29","$8,259.14","$15,227.22","$23,486.36","54.24%"
2023-09-21,"3849","83","3929","$111,983,713.31","$40,389.76","$216,072.66","$256,462.43","18.69%","7","$5,082,790.06","$16,739.44","$12,472.04","$29,211.48","134.22%","114","$35,396,552.02","$11,197.46","$28,950.27","$40,147.74","38.68%"
2023-09-22,"4432","96","4348","$71,143,766.13","$54,115.15","$200,519.74","$254,634.89","26.99%","10","$881,447.45","$27,018.55","$4,305.17","$31,323.71","627.58%","105","$21,486,154.11","$6,738.31","$15,915.77","$22,654.08","42.34%"
2023-09-23,"4078","67","3870","$74,741,647.91","$23,721.75","$123,677.69","$147,399.44","19.18%","4","$10,345,331.27","$6,217.75","$7,564.78","$13,782.53","82.19%","77","$37,901,151.35","$3,558.87","$6,934.39","$10,493.26","51.32%"
2023-09-24,"3909","97","3786","$60,024,157.12","$12,739.08","$109,160.44","$121,899.52","11.67%","3","$17,661,679.77","$9,935.82","$1,635.11","$11,570.92","607.66%","81","$13,231,199.61","$1,045.79","$11,467.39","$12,513.18","9.12%"
2023-09-25,"4507","91","4427","$129,757,500.29","$109,354.66","$193,569.75","$302,924.42","56.49%","7","$8,573,284.13","$90,000.97","$4,737.93","$94,738.90","1899.59%","119","$53,679,621.78","$7,836.17","$15,632.56","$23,468.72","50.13%"
2023-09-26,"4246","73","4277","$84,256,385.40","$29,702.21","$184,678.01","$214,380.22","16.08%","7","$110,936.03","$13,166.23","$437.59","$13,603.82","3008.78%","92","$24,976,786.56","$4,362.47","$9,560.29","$13,922.75","45.63%"
2023-09-27,"3713","71","3704","$69,426,092.56","$24,488.99","$146,713.62","$171,202.61","16.69%","4","$10,424,859.09","$12,925.79","$6,597.98","$19,523.76","195.91%","110","$17,128,358.78","$9,096.27","$17,204.83","$26,301.10","52.87%"
2023-09-28,"3554","76","3604","$112,604,304.83","$44,005.71","$147,304.71","$191,310.42","29.87%","8","$35,094,555.81","$28,492.62","$8,675.54","$37,168.16","328.42%","111","$52,068,221.85","$28,749.89","$22,164.57","$50,914.46","129.71%"
2023-09-29,"4274","69","4275","$115,204,093.05","$33,572.79","$193,200.59","$226,773.38","17.38%","4","$280,587.42","$10,245.32","$637.98","$10,883.30","1605.91%","124","$27,157,195.21","$6,241.41","$15,385.58","$21,626.99","40.57%"
2023-09-30,"4692","62","4464","$70,512,843.26","$43,748.12","$167,204.97","$210,953.09","26.16%","6","$13,950,474.43","$30,404.91","$6,433.07","$36,837.98","472.63%","89","$36,023,564.25","$4,059.43","$8,509.00","$12,568.43","47.71%"
2023-10-01,"4399","75","4066","$93,327,674.81","$86,800.87","$162,190.70","$248,991.57","53.52%","9","$23,800,837.46","$74,450.49","$12,972.88","$87,423.37","573.89%","104","$29,917,119.84","$10,588.19","$27,846.12","$38,434.31","38.02%"
2023-10-02,"5094","87","4915","$208,108,821.44","$47,258.99","$355,226.48","$402,485.47","13.30%","11","$19,480,987.96","$34,508.92","$7,513.61","$42,022.53","459.29%","122","$52,908,602.34","$20,864.00","$29,466.27","$50,330.27","70.81%"
2023-10-03,"4954","93","4761","$83,439,480.61","$83,859.54","$217,057.37","$300,916.90","38.63%","7","$1,721,415.33","$57,222.14","$3,225.26","$60,447.40","1774.19%","124","$13,750,268.01","$7,086.42","$29,528.69","$36,615.11","24.00%"
2023-10-04,"4565","79","4352","$109,571,518.68","$53,191.95","$261,958.58","$315,150.53","20.31%","12","$23,968,444.80","$30,887.21","$65,279.75","$96,166.96","47.32%","101","$43,471,062.98","$20,392.85","$81,021.15","$101,414.00","25.17%"
2023-10-05,"4309","79","3991","$116,989,651.47","$41,861.29","$151,892.39","$193,753.68","27.56%","8","$22,477,826.41","$20,347.67","$14,524.04","$34,871.72","140.10%","101","$30,661,666.46","$14,243.18","$19,413.03","$33,656.21","73.37%"
2023-10-06,"4590","64","4351","$111,102,621.02","$41,957.75","$155,842.15","$197,799.89","26.92%","6","$33,945,899.91","$19,167.05","$6,510.29","$25,677.34","294.41%","91","$53,706,465.69","$18,092.19","$13,941.33","$32,033.52","129.77%"
2023-10-07,"5053","78","4689","$74,144,672.02","$22,563.12","$156,779.25","$179,342.36","14.39%","3","$174,460.08","$7,076.19","$212.32","$7,288.50","3332.85%","95","$28,887,895.68","$7,326.03","$13,943.30","$21,269.33","52.54%"
2023-10-08,"4717","82","4147","$217,495,698.37","$21,941.75","$195,716.36","$217,658.11","11.21%","5","$87,541,385.64","$14,012.51","$30,532.63","$44,545.15","45.89%","109","$106,666,215.02","$6,801.24","$68,504.87","$75,306.12","9.93%"
2023-10-09,"4700","90","4506","$108,166,779.14","$30,329.91","$176,048.19","$206,378.10","17.23%","1","$8,181,609.98","$4,060.10","$5,041.09","$9,101.19","80.54%","142","$38,231,139.45","$7,333.46","$20,261.90","$27,595.37","36.19%"
2023-10-10,"4625","89","4430","$71,231,091.98","$1,498,406.99","$146,290.09","$1,644,697.08","1024.27%","7","$1,956,584.19","$1,484,295.45","$3,697.82","$1,487,993.28","40139.70%","89","$16,503,205.21","$2,303.44","$6,110.04","$8,413.49","37.70%"
2023-10-11,"4453","88","4199","$99,163,340.02","$40,588.93","$150,352.25","$190,941.18","27.00%","12","$14,151,203.42","$19,672.35","$6,672.22","$26,344.57","294.84%","114","$35,607,040.14","$6,210.85","$16,691.63","$22,902.48","37.21%"
2023-10-12,"4524","82","4120","$116,641,470.96","$38,535.31","$163,588.98","$202,124.28","23.56%","5","$28,244,672.91","$14,490.89","$9,993.69","$24,484.58","145.00%","162","$64,630,103.17","$10,362.67","$24,247.66","$34,610.33","42.74%"
2023-10-13,"4737","87","4411","$108,778,820.38","$26,300.90","$181,399.19","$207,700.09","14.50%","3","$19,847.37","$4,845.87","$234.38","$5,080.25","2067.53%","149","$36,550,812.04","$4,437.72","$14,836.59","$19,274.31","29.91%"
2023-10-14,"4834","78","4510","$71,918,177.68","$97,118.09","$139,052.01","$236,170.09","69.84%","21","$11,255,870.89","$74,601.12","$3,088.47","$77,689.59","2415.47%","128","$20,275,983.19","$6,876.38","$8,665.28","$15,541.66","79.36%"
2023-10-15,"5006","73","4294","$102,077,143.29","$14,226.32","$134,508.94","$148,735.25","10.58%","3","$42,722,463.78","$3,473.03","$3,529.69","$7,002.72","98.39%","83","$17,496,276.26","$2,658.42","$8,227.53","$10,885.95","32.31%"
2023-10-16,"4620","72","4318","$301,542,735.42","$94,663.67","$254,632.02","$349,295.69","37.18%","16","$128,977,816.83","$80,686.99","$67,942.24","$148,629.23","118.76%","122","$101,238,165.80","$34,720.94","$52,850.48","$87,571.42","65.70%"
2023-10-17,"4283","70","4165","$118,761,018.83","$293,207.09","$145,346.41","$438,553.50","201.73%","8","$15,926,303.59","$268,309.46","$2,770.20","$271,079.65","9685.58%","95","$33,206,577.63","$10,913.10","$11,758.26","$22,671.36","92.81%"
2023-10-18,"4514","78","4216","$143,840,721.71","$46,711.66","$164,401.01","$211,112.67","28.41%","11","$28,350,055.35","$28,985.50","$7,684.27","$36,669.76","377.21%","97","$61,504,617.19","$13,290.21","$16,695.43","$29,985.65","79.60%"
2023-10-19,"4647","83","4426","$94,960,476.55","$62,154.60","$212,652.71","$274,807.31","29.23%","10","$6,648,849.22","$41,931.68","$2,217.57","$44,149.25","1890.88%","86","$25,753,882.82","$5,766.48","$13,372.07","$19,138.56","43.12%"
2023-10-20,"4675","76","4613","$260,434,170.82","$62,535.72","$278,124.42","$340,660.14","22.48%","13","$74,851,433.02","$41,767.68","$19,255.69","$61,023.36","216.91%","131","$135,953,343.37","$18,931.00","$33,587.20","$52,518.21","56.36%"
2023-10-21,"4704","66","4393","$133,176,363.42","$37,876.29","$169,127.63","$207,003.93","22.40%","5","$29,357,612.78","$10,215.02","$4,086.32","$14,301.33","249.98%","77","$54,037,015.45","$10,399.91","$7,970.51","$18,370.42","130.48%"
2023-10-22,"4678","74","4448","$116,549,992.83","$1,523,320.24","$175,503.35","$1,698,823.58","867.97%","7","$22,530,121.88","$1,504,494.48","$4,182.40","$1,508,676.88","35972.08%","89","$49,024,674.72","$13,877.36","$25,092.27","$38,969.63","55.31%"
2023-10-23,"3975","71","4370","$259,943,081.89","$73,866.64","$340,485.97","$414,352.61","21.69%","15","$15,669,910.24","$46,903.95","$8,997.62","$55,901.57","521.29%","114","$106,153,457.23","$21,156.12","$33,531.04","$54,687.16","63.09%"
2023-10-24,"3359","63","3300","$354,269,889.48","$93,938.20","$315,234.15","$409,172.35","29.80%","12","$76,056,155.52","$62,526.88","$53,760.63","$116,287.50","116.31%","128","$140,185,642.18","$60,924.01","$71,984.43","$132,908.44","84.63%"
2023-10-25,"3754","73","3804","$226,936,430.35","$45,157.60","$316,728.80","$361,886.39","14.26%","6","$645,770.19","$12,262.39","$935.60","$13,197.98","1310.65%","119","$59,831,582.63","$6,350.52","$18,241.35","$24,591.87","34.81%"
2023-10-26,"3931","79","4019","$154,873,003.09","$38,459.91","$341,264.24","$379,724.15","11.27%","10","$9,905,980.08","$23,435.28","$2,617.16","$26,052.43","895.45%","111","$30,857,696.18","$9,117.03","$32,024.64","$41,141.67","28.47%"
2023-10-27,"4291","79","4179","$145,103,132.44","$44,443.31","$268,724.68","$313,167.99","16.54%","5","$9,839,259.94","$15,521.44","$6,554.29","$22,075.73","236.81%","91","$47,964,477.53","$6,506.25","$19,338.87","$25,845.12","33.64%"
2023-10-28,"4707","95","4932","$72,694,587.10","$1,743,839.77","$262,646.81","$2,006,486.58","663.95%","8","$597,734.42","$1,726,421.03","$2,478.51","$1,728,899.54","69655.47%","88","$8,836,150.90","$4,929.80","$8,975.60","$13,905.40","54.92%"
2023-10-29,"4854","92","4895","$77,135,448.45","$30,581.17","$230,804.43","$261,385.61","13.25%","1","$2,905.69","$2,299.42","$362.95","$2,662.37","633.53%","75","$10,918,966.86","$1,378.77","$7,714.14","$9,092.91","17.87%"
2023-10-30,"4174","68","4343","$138,298,124.42","$38,503.88","$286,130.46","$324,634.34","13.46%","4","$212,489.77","$11,871.10","$6,388.92","$18,260.02","185.81%","74","$28,529,062.52","$4,453.98","$15,840.34","$20,294.32","28.12%"
2023-10-31,"3815","64","4142","$127,795,627.21","$224,065.16","$326,621.40","$550,686.56","68.60%","11","$13,639,770.31","$208,735.12","$16,710.51","$225,445.63","1249.12%","70","$29,479,450.69","$9,311.05","$12,865.96","$22,177.01","72.37%"
2023-11-01,"3911","75","4227","$135,737,225.93","$44,886.73","$276,689.24","$321,575.97","16.22%","9","$16,848,873.23","$20,544.61","$2,705.21","$23,249.82","759.45%","73","$41,597,548.49","$7,792.92","$8,918.95","$16,711.87","87.37%"
2023-11-02,"3665","79","3738","$298,332,642.45","$53,023.93","$310,081.32","$363,105.25","17.10%","11","$7,543,380.81","$19,513.58","$3,905.73","$23,419.31","499.61%","190","$110,075,537.14","$12,198.62","$39,748.38","$51,946.99","30.69%"
2023-11-03,"4150","72","4350","$190,030,690.09","$36,283.01","$373,479.79","$409,762.80","9.71%","4","$14,428,543.91","$8,113.51","$1,553.43","$9,666.95","522.30%","113","$49,365,748.64","$8,815.31","$12,393.62","$21,208.93","71.13%"
2023-11-04,"4707","72","4927","$102,263,168.03","$99,213.96","$356,576.23","$455,790.18","27.82%","13","$1,761,671.23","$77,653.06","$13,270.31","$90,923.37","585.16%","75","$22,661,726.55","$2,389.81","$51,987.97","$54,377.78","4.60%"
2023-11-05,"4967","76","5544","$188,445,663.71","$3,777,239.10","$366,690.51","$4,143,929.61","1030.09%","14","$31,069,482.44","$3,745,302.64","$13,782.19","$3,759,084.82","27174.95%","94","$60,240,438.80","$16,438.51","$23,382.31","$39,820.82","70.30%"
2023-11-06,"4329","62","4626","$262,537,010.01","$1,823,368.75","$394,554.29","$2,217,923.04","462.13%","15","$23,806,803.98","$1,784,218.50","$15,779.35","$1,799,997.86","11307.30%","77","$26,486,624.65","$6,673.53","$13,241.88","$19,915.41","50.40%"
2023-11-07,"3633","72","3887","$145,933,299.19","$33,916.75","$272,681.23","$306,597.98","12.44%","6","$8,669,534.43","$9,840.70","$6,958.25","$16,798.95","141.42%","63","$18,633,334.72","$10,380.35","$15,855.96","$26,236.31","65.47%"
